cleaned_text,text_cleaned
betul makanan dengan jumlah yg banyak tidak mungkin dibuat mendadak pasti dari malam mereka udah bikin ini penyebab sering terasa basi emang betul ini fakta disekolah dikampung saya pernah ikannya gatal ayam tempe bau sayurnya terasa masam basi nah fakta itu pernah terjadi kemudian sekolah mencoba komplain supaya ada perbaikannya,betul makan jumlah banyak tidak_mungkin buat dadak malam bikin sebab sering asa basi memang betul fakta seko kampung pernah ikan gatal ayam tempe bau sayur asa masam basi nah fakta pernah jadi kemudian sekolah coba komplain baik
hayuuu audit periksa itu penyedia mbg,hayuu audit periksa sedia makan gizi gratis
wajar basi sayur dimasak tengah malem dimakan anak jam siang apalgi klo ga higinis cpt basi,wajar basi sayur masak tengah malem makan anak jam siang apalgi kalau ga_higinis cpt basi
sebaiknya program mbg di evaluasi dan di kaji ulang di salurkan berupa sembako per kk yg benar² tdk mampu bukan per sekolah berupa masakan yg sdh matang,baik program makan gizi gratis evaluasi kaji ulang salur upa sembako per benar tidak mampu bukan_per sekolah upa masakan matang
di tempat saya byk ank yg ngk mkn menunya jd mubazir,tempat banyak ank tidak makan menu jadi mubazir
itu wadahnya gak food grade aturan dr stainess bukan dr plastik woylah kacau,wadah gak_food grade atur stainess bukan_dr plastik woylah kacau
kembalikan ke orang tua lebih alami,kembali orang tua lebih alami
buang uang ga tepat sasaran,buang uang ga_tepat sasar
kenapa konsepnya gak di masak langsung di sekolahsekolah ya mungkin lebih efisien,konsep gak_di masak langsung sekolahsekolah mungkin lebih efisien
betul karena masaknya itu ribuan gimana tdk basi klw masaknya dari malam,betul masak ribu gimana tidak basi klw masak malam
mukin masak nya siangklu mlm ngk mukin basi,mukin masak nya siangklu mlm tidak mukin basi
dari awal sangat tdk setuju dengan program mbg ini mending di stop pak di alihkan ke pendidikan gratis lebih aman dan lebih membantu masyarakat,awal sangat tidak tuju program makan gizi gratis lebih baik stop pak alih didik gratis lebih aman lebih bantu masyarakat
dia pkir ngasih mkan ank sekolah itu gampang mudah murahcoba klo prgrm unggulannya skitar dunia usaha tuk mnunjang perputaran ekonomi mntap tuh,pkir ngasih mkan ank sekolah gampang mudah murahcoba kalau prgrm unggul skitar dunia usaha tuk mnunjang putar ekonomi mntap
miris bgt ya liatnya apa gak sbaiknya dana nya di berikan ke orgtuanya aja masing biar stiap org bs kelola makanan msg utk anaknya,miris sangat liat apa gak_sbaiknya dana nya ikan orgtuanya masing biar stiap orang kelola makan msg anak
sama pernah anak ku dapat makan nya basiuntungnya bawa makan lauk dari rumah,sama pernah anak makan nya basiuntungnya bawa makan lauk rumah
lebih baik di uangkan saja janga kasi makan yg basi,lebih baik uang janga kasi makan basi
yang masak kaga nyobain apa,masak kaga nyobain apa
bisa aja klo basi mungkin saja karna terlalu banyak pesanan masak nya tdk dadakan,kalau basi mungkin terlalu banyak pesan masak nya tidak dada
kalau pendidikan gratis gak ada basinya,kalau didik gratis gak_ada basi
mungkin belum berpengalaman di bidangnya bagian jasa mbg,mungkin alam bidang bagi jasa makan gizi gratis
gak usah dibayar kalo gitu dapurnya beres,gak_usah bayar kalau dapur beres
baiknya bwa mkn dari rumah,baik bwa makan rumah
mending skola gratis kan ya,lebih baik skola gratis kan
mubajir kan akhirnya buang biaya,mubajir kan akhir buang biaya
dihentikan saja menurut saya banyak masalah disana sini,henti banyak masalah sana sini
sama dgn sekolah sy kadang begini,sama sekolah kadang begini
telur bau bg tadi aku untung ga di makan,telur bau tadi untung ga_di makan
aku belum dapat daerahh sragen karangmalang gimana nihhhh,daerahh sragen karangmalang gimana nihh
makanan basi gratis,makan basi gratis
trauma makan daging,trauma makan daging
dulu jarang sarapan kalau mau sekolahtp banyak yg pinter dan jujur,dulu jarang sarap kalau mau sekolahtp banyak pinter jujur
enak pendidikan gratis to,enak didik gratis
ah mana pemerintah memperhatikan yang kaya gini mana peduli mereka pemerintah payah,mana pemerintah perhati kaya begini mana peduli pemerintah buruk
mungkin gegara masih panastrus langsung tutup kapa eee,mungkin gegara panastrus langsung tutup kapa
bagus kasih duit aja,bagus kasih uang
maaf bro saya nggak berani coment soal ini,maaf kawan nggak_berani coment soal
menyediakan menu secara masal kolosal memang rentan terjadi keterlambatan distribusi sehingga menyebabkan basi otw membusuk jadi perlu ditinjau kembali efektivitasnya,sedia menu masal kolosal memang rentan jadi lambat distribusi sebab basi otw busuk jadi perlu tinjau efektivitas
namanya masak jumlah ribuan,nama masak jumlah ribu
salahin yang masak lah,salahin masak lah
org butuh sekolh gratis,orang butuh sekolh gratis
bukan nya bergizi malah bikin sakit,bukan_nya gizi malah bikin sakit
knapa sih msh aja rakyat yg di salahkan dg program ini padahal anak yg korban krn mbg berat sekali hidup rakyat ya tdk pernah benar dan yg benar selalu pemerintah,knapa msh masyarakat salah program padahal anak korban makan gizi gratis berat sekali hidup masyarakat tidak pernah benar benar selalu pemerintah
saya sering komemtar di media tiktok ttg tatacara higienis dlm proses memasak dan cara penyajian antara lain cara pakai masker cara pakai tutup kepala yg tdk sesuai standard mutu higienis saya blm lihat bahan baku nya dan cara masak nya serta brp lama waktu saat makanan masak sampai di anak anak sekolah adalah sangat utama penting,sering komemtar media tiktok ttg tatacara higienis proses masak cara saji cara pakai masker cara pakai tutup kepala tidak sesuai standard mutu higienis lihat bahan baku nya cara masak nya berapa lama waktu makan masak anak anak sekolah sangat utama penting
kalau basi jangan di makan yaitu membahayakan kesehatansemoga kedepannya ada perbaikan,kalau basi jangan_di makan bahaya kesehatansemoga depan baik
blm lg reaksi dr sekolah lain yg dapur,reaksi sekolah dapur
makanan sudah basi masih berkata tidak besyukurmakanan basi mana boleh makan,makan basi kata tidak_besyukurmakanan basi mana makan
program tak berguna,program tak guna
biak kalbar rajin tarawih calon ustadzah,biak kalbar rajin tarawih calon ustadzah
merauke indonesia id corbuzier news turah official politik terbaru,merauke indonesia corbuzier news turah official politik baru
yg masak aja tidak benarjd jgn salahkan pemerintahpercayalah,masak tidak_benarjd jangan salah pemerintahpercayalah
ini bagai mana ni staf sus,bagai mana staf sus
ni program yg besar itu lo mau makan gk,program besar mau makan
rakabuming kabinet ri,rakabuming kabinet
ri surahman kepolisian ri humas polri official fyi,surahman polisi humas polri official fyi
rugi partai besar,rugi partai besar
woi liat nih program mbg rakabuming tv turah official,woi lihat program makan gizi gratis rakabuming turah official
rote juga begitu kak tolong pin supaya dong buat perubahan,rote kak pin buat ubah
mbg adalah proyek gagal janji dan omon omon nya ga logis,makan gizi gratis proyek gagal janji omon omon nya ga_logis
bkn g bersukur klo terjadi seperti ini apa yang hrs disukuri,bukan bersukur kalau jadi apa hrs disukuri
ya berarti panitia ntt yang tidak benar masa makanan basi nyalahin pak prabowo trus apakah pak prabowo yg hrs datang ngawasin yang masak ya para pejabat daerah disana hrs ikut mengawasi,arti panitia ntt tidak_benar masa makan basi nyalahin pak prabowo terus pak prabowo hrs datang ngawasin masak jabat daerah sana hrs ikut awas
program abal abal,program abal abal
yang masak yg hrs ditegor,masak hrs ditegor
tempat nya kebesaran,tempat nya besar
program sampah untuk indonesia,program sampah indonesia
ga ada gunanya dong anggaran di potong,ga_ada guna anggaran potong
mbg apa mbr,makan gizi gratis apa mbr
pea kata tituler,pea kata tituler
waddugh bijimane jd mubadzir dong,waddugh bijimane jadi mubadzir
standart dr bgn ketatbyk dapur yg ga lolos verifikasi memaksakan diri u produksi n melayani mbgpaling bertahan minggu krn ga bs charge pembayaran dr bgnsekolah setempat hrs jeli n bs verifikasi dapur mbg apakah benar itu sppg dr bgn resmi,standart bgn ketatbyk dapur ga_lolos verifikasi paksa diri produksi layan mbgpaling tahan minggu ga_bs charge bayar bgnsekolah tempat hrs jeli verifikasi dapur makan gizi gratis benar sppg bgn resmi
mbg itu ladang korupsi baru,makan gizi gratis ladang korupsi baru
suruh si deddy botak itu makan mbg,suruh deddy botak makan makan gizi gratis
kwalitas makanan bergizi gratis sama seperti kwlitas pemerintahan sekarangbasi dan busuk,kwalitas makan gizi gratis sama kwlitas perintah sekarangbasi busuk
dede dede wan nur hasirama makan siang gratis dikorupsi bagi anak sd makanan basi,dede dede wan nur hasirama makan siang gratis korupsi anak makan basi
mubasir efisiensi,mubasir efisiensi
program gagal gizi sehat,program gagal gizi sehat
hapus saja pak presiden ini mbglebih baik kalo masih lanjut mbg mending uangnya di berikan ke ibunya,hapus pak presiden mbglebih baik kalau lanjut makan gizi gratis lebih baik uang ikan ibu
kasih makan presiden,kasih makan presiden
hapus kan aja makan begizi bikin anak anak sakit,hapus kan makan begizi bikin anak anak sakit
makanannya dikasi ke anaknya si botak aja,makan kasi anak botak
menurut saya nggak usah lah makan gratismending buka lowongan buat ortunya,nggak_usah lah makan gratismending buka lowong buat ortunya
dgn budget cuman rbsetelah di diskon biaya operational dll yg tersisa mungkin hanya atau kuranggmn mungkin bisa berkualitas dogfood dan catfood aja jauh lbh mahalmasa mkn manusia cmn rb,budget cuma rbsetelah diskon biaya operational dan lain lain sisa mungkin kuranggmn mungkin kualitas dogfood catfood jauh lbh mahalmasa makan manusia cuma
udh jls kaya makanan itik,jls kaya makan itik
kan ada sppg nya pihak sekolah hrs tulis lapor dari yayasan mana,kan sppg nya pihak sekolah hrs tulis lapor yayasan mana
makan gratis gak guna yang guna sekolah gratis wowo,makan gratis gak_guna sekolah gratis wowo
suruh dede corbuser makannya,suruh dede corbuser makan
makanan bergizi itu apa makanan gratis bracun iya,makan gizi apa makan gratis bracun iya
klu begini cerita nyaketimbang mbg mending sekolah gratis,klu begini cerita nyaketimbang makan gizi gratis lebih baik sekolah gratis
bpk pdabowo kasian lbh baik stop sj mkn bergizi jgn cm nerima laporan dr anak buah yg dpt proyek mubazir program nya,bpk pdabowo kasi lbh baik stop makan gizi jangan nerima lapor anak buah proyek mubazir program nya
orang tua yg mendukung program ini palingg bodokk,orang tua dukung program palingg bodokk
apa tggu siswa meninggal dulu baru program ini dihentikan rezim bukalah matamu,apa tggu siswa tinggal dulu baru program henti rezim buka mata
saya tidak setuju dengan program makan gizi gratis,tidak_setuju program makan gizi gratis
jadinya makan beracun gratis,jadi makan racun gratis
suruh makan azka,suruh makan azka
awas di tabok letkol giveaway,awas tabok letkol giveaway
ok gas ok gas no torang gas jogetin aja ide nya wowo gemoy gitu loh hahahaha hahahaha hahahaha hahahaha hahahaha hahahaha,gas gas torang gas jogetin ide nya wowo gemoy loh hahahaha hahahaha hahahaha hahahaha hahahaha hahahaha
lebih baik di hapus saja mbg nyadi alokasi kan ke sektor yg lainnya yg bermanfaat buat kesejahteraan bersamaseperti pendidikan gratisbahan pokok murah dll,lebih baik hapus makan gizi gratis nyadi alokasi kan sektor lain manfaat buat sejahtera bersamaseperti didik gratisbahan pokok murah dan lain lain
bukan jd pinter malah jd penyakitan,bukan_jd pinter malah jadi sakit
kelolah makanan gratis yang kolosal itu tidak akan pernah sesuai harapan sebaiknya stop dg program itu ubah ganti dg biaya sekolah gratis,kelolah makan gratis kolosal tidak_akan pernah sesuai harap baik stop program ubah ganti biaya sekolah gratis
makan gratis itu bikin menumbuhkan sumber celah korupsi itulah indonesia,makan gratis bikin tumbuh sumber celah korupsi indonesia
coba tayangkan program mbg dr sisi yang positif donksupaya rakyat mengertibukan mlah nakut nakuti rakyat atau mempropokasi,coba tayang program makan gizi gratis sisi positif donksupaya masyarakat mengertibukan mlah nakut nakuti masyarakat mempropokasi
masih baik anak hxa keracunan klo meninggal bagaimana,baik anak hxa racun kalau tinggal bagaimana
makan belatung gratis,makan belatung gratis
makan saja jangan banyak protes,makan jangan_banyak protes
makan gratis jadi t pendidikan gratis jadi tau mereka milih t dari pada tau,makan gratis jadi didik gratis jadi tahu milih tahu
stop aja lah ini program cuma buat ladang korupsi aja anakanak yg jd korban,stop lah program cuma buat ladang korupsi anakanak jadi korban
dan anggaran pun terbuang percumamubazir,anggaran buang percumamubazir
bukan bergizi yg di dapat malah nanti ada yg keracunan dasar program nyeleneh,bukan_bergizi malah racun dasar program nyeleneh
makan bergizi gratis makan seadanya gratis miris di atas pejabat foya glamor rakyat dikasih makanan basi,makan gizi gratis makan ada gratis miris atas jabat foya glamor masyarakat kasih makan basi
duit abis anak² sakit program kocak pejabatnya malah bancakan,uang habis anak sakit program kocak jabat malah bancak
omprengnya aja ga sesuai standar,ompreng ga_sesuai standar
jgn ngomong sembarangan deknanti di sulap sama letkol loh,jangan ngomong sembarang deknanti sulap sama letkol loh
barusan dapet ayamnya bau,barusan dapet ayam bau
kasian rakyat pejabat nya mkn steak mahal di cafe sementara rakyat makan ayam busuk tp rakyat jg yg hrs byr pajak,kasi masyarakat jabat nya makan steak mahal cafe masyarakat makan ayam busuk masyarakat hrs byr pajak
ya allah lindungi anak yg mkn gratis lbh baik mkn mskn ibu nya sdh tdk gagal sehat krn ibu sendiri lah yg tau menu mknan tuk ansk nya,allah lindung anak makan gratis lbh baik makan mskn ibu nya tidak gagal sehat ibu sendiri lah tahu menu mknan tuk ansk nya
monggo beri pendapatnya dedi buzzer,monggo beri dapat dedi buzzer
awas di omelin om botak dedycibuzier,awas omelin botak dedycibuzier
sekolah melihara entok pa bebek mubazir klo di buang sia sia,sekolah melihara entok bebek mubazir kalau buang sia sia
tolong di periksa kalo bisa di pecat semua yang terlibat,periksa kalau pecat semua libat
lebih baik sekolah gratis dibanding makan gratisemang daerah mana anak² tdk bisa makan dlm sehari di negeri ini,lebih baik sekolah gratis banding makan gratisemang daerah mana anak tidak makan hari negeri
memeng paling bener kalau orng tua yg masakkan,memeng paling benar kalau orang tua masak
mbg makan basi gratis mbg makanan beracun gratis banyak kejadian di sekolah,makan gizi gratis makan basi gratis makan gizi gratis makan racun gratis banyak jadi sekolah
pemerintah niat baik utk mkn gratis tapi tdk mempelajari atau diadakan risetresiko yg akan dihadapi karena system ini tdk ada pengamanan secara kesehatan kpd presiden hemat saya lbh baik distp,pemerintah niat baik makan gratis tidak ajar ada risetresiko hadap system tidak aman sehat presiden hemat lbh baik distp
balikin ke yg buat suruh mereka makan,balikin buat suruh makan
pe ah anak gw makan steak basi,anak makan steak basi
nanti di marahin lagi sama dedy corbuzzer,marahin sama dedy corbuzzer
apanya yang bergizi klo makanan basi dikasih anak,apa gizi kalau makan basi kasih anak
yg gk setuju jangan di makan,tuju jangan_di makan
niatnya bagus tapi caranya yang kurang tepat,niat bagus cara kurang_tepat
dimasak dari jam dini hari gimana gak basi coba,masak jam dini hari gimana gak_basi coba
itu yg bagian masaknya yg jahat,bagi masak jahat
namanya jg kan mbgmakanan basi gratis,nama kan mbgmakanan basi gratis
astaghfirullah negara itu tugasnya kasih lapangan kerja bapaknya kerja bapaknya kasih makan anaknya dari zaman nabi adam juga begitu,astaghfirullah negara tugas kasih lapang kerja bapak kerja bapak kasih makan anak zaman nabi adam
